Flags,ID,Product,Generic,Is RADARs,RADARS,RADARS version,Year/Month,Submitted Date,Date,Price,mg Strength,$/mg,Dose,Dose unit,Formulation,City,State,Country,Rating,Source,Submitted by,Client Device,Bulk Purchase,Lat,Lon,Submitted Time,No Time Zone
,128910,Adderall,amphetamines,1,1201,25,201601,40930,40930,10,20,0.5,20mg,mg,pill/tablet,Long Beach,Mississippi,USA,3.67,Personal,,iphone,0,30.3505,-89.1528,21:01:45 EST,0
,130020,Adderall (generic),amphetamines,1,1203,25,201601,40935,40935,6,20,0.3,20mg,mg,pill/tablet,Long Beach,California,USA,2,,,iphone,0,33.767,-118.1892,12:01:12 EST,0
,130041,Adderall (generic),amphetamines,1,1203,25,201601,40935,40935,7,20,0.35,20mg,mg,pill/tablet,Long Beach,California,USA,,,,other/desktop,0,33.767,-118.1892,13:01:20 EST,0
,129139,Adderall XR,amphetamines,1,1211,25,201601,40931,40931,10,20,0.5,20mg,mg,pill/tablet,Longview,Washington,USA,4,Personal,,android,0,46.1382,-122.9382,23:01:24 EST,0
,123968,Adderall,amphetamines,1,1201,25,201601,40908,40904,3,5,0.6,5mg,mg,pill/tablet,Lorain,Ohio,USA,4,Personal,,other/desktop,0,41.4528,-82.1824,23:01:28 EST,
,123869,Adderall,amphetamines,1,1201,25,201601,40908,40896,5,20,0.25,20mg,mg,pill/tablet,Los Angeles,California,USA,3,Heard it,,iphone,0,34.0522,-118.2437,10:01:05 EST,
,124474,Adderall,amphetamines,1,1201,25,201601,40912,40911,10,20,0.5,20mg,mg,pill/tablet,Los Angeles,California,USA,3.5,Personal,,android,1,34.0522,-118.2437,01:01:52 EST,0
,124763,Adderall,amphetamines,1,1201,25,201601,40913,40913,10,10,1,10mg,mg,pill/tablet,Los Angeles,California,USA,2.5,Personal,,iphone,0,34.0522,-118.2437,13:01:25 EST,0
,125090,Adderall (generic),amphetamines,1,1203,25,201601,40914,40914,10,20,0.5,20mg,mg,pill/tablet,Los Angeles,California,USA,3,Heard it,,other/desktop,0,34.0522,-118.2437,20:01:48 EST,0
,125638,Adderall (generic),amphetamines,1,1203,25,201601,40917,40917,5,10,0.5,10mg,mg,pill/tablet,Los Angeles,California,USA,,Internet,,other/desktop,0,34.0522,-118.2437,02:01:57 EST,0
,125748,Adderall (generic),amphetamines,1,1203,25,201601,40917,40917,5,10,0.5,10mg,mg,pill/tablet,Los Angeles,California,USA,,,,other/desktop,0,34.0522,-118.2437,18:01:49 EST,0
,125839,Adderall,amphetamines,1,1201,25,201601,40918,40917,6.66,30,0.222,30mg,mg,pill/tablet,Los Angeles,California,USA,1,Personal,,iphone,1,34.0522,-118.2437,02:01:39 EST,0
,126197,Adderall,amphetamines,1,1201,25,201601,40919,40919,20,20,1,20mg,mg,pill/tablet,Los Angeles,California,USA,3.75,,,android,0,34.0522,-118.2437,15:01:27 EST,0
,126496,Adderall,amphetamines,1,1201,25,201601,40920,40920,20,30,0.667,30mg,mg,pill/tablet,Los Angeles,California,USA,4,,,iphone,0,34.0522,-118.2437,19:01:32 EST,0
,126497,Adderall,amphetamines,1,1201,25,201601,40920,40920,7,20,0.35,20mg,mg,pill/tablet,Los Angeles,California,USA,3,Personal,,android,0,34.0522,-118.2437,20:01:50 EST,0
,126590,Adderall XR,amphetamines,1,1211,25,201601,40921,40921,5,30,0.167,30mg,mg,pill/tablet,Los Angeles,California,USA,1,Personal,,android,0,34.0522,-118.2437,05:01:52 EST,0
,127414,Adderall XR (generic),amphetamines,1,1219,25,201601,40924,40924,8,15,0.533,15mg,mg,pill/tablet,Los Angeles,California,USA,3,,,other/desktop,0,34.0522,-118.2437,18:01:31 EST,0
,128159,Adderall,amphetamines,1,1201,25,201601,40927,40927,5,30,0.167,30mg,mg,pill/tablet,Los Angeles,California,USA,1,,,iphone,0,34.0522,-118.2437,18:01:12 EST,0
,128326,Adderall,amphetamines,1,1201,25,201601,40928,40928,12,30,0.4,30mg,mg,pill/tablet,Los Angeles,California,USA,3,Heard it,,iphone,0,34.0522,-118.2437,12:01:00 EST,0
,128419,Adderall,amphetamines,1,1201,25,201601,40928,40928,10,30,0.333,30mg,mg,pill/tablet,Los Angeles,California,USA,2.5,,,iphone,0,34.0522,-118.2437,18:01:30 EST,0
,128476,Adderall XR,amphetamines,1,1211,25,201601,40928,40928,5,20,0.25,20mg,mg,pill/tablet,Los Angeles,California,USA,2,,,iphone,1,34.0522,-118.2437,22:01:31 EST,0
,128752,Adderall,amphetamines,1,1201,25,201601,40930,40930,5,5,1,5mg,mg,pill/tablet,Los Angeles,California,USA,3.33,Heard it,,iphone,0,34.0522,-118.2437,05:01:11 EST,0
,129277,Adderall XR,amphetamines,1,1211,25,201601,40932,40925,5,20,0.25,20mg,mg,pill/tablet,Los Angeles,California,USA,3,Personal,,iphone,0,34.0522,-118.2437,17:01:50 EST,0
,129367,Adderall (generic),amphetamines,1,1203,25,201601,40932,40932,5,10,0.5,10mg,mg,pill/tablet,Los Angeles,California,USA,3,,,android,0,34.0522,-118.2437,23:01:50 EST,0
,129474,Adderall,amphetamines,1,1201,25,201601,40933,40933,5,30,0.167,30mg,mg,pill/tablet,Los Angeles,California,USA,1.67,Heard it,,iphone,0,34.0522,-118.2437,12:01:08 EST,0
,129568,Adderall,amphetamines,1,1201,25,201601,40933,40933,15,30,0.5,30mg,mg,pill/tablet,Los Angeles,California,USA,3.67,Personal,,iphone,0,34.0522,-118.2437,19:01:27 EST,0
Potential duplicate,129569,Adderall,amphetamines,1,1201,25,201601,40933,40933,15,30,0.5,30mg,mg,pill/tablet,Los Angeles,California,USA,3.67,Personal,,iphone,0,34.0522,-118.2437,19:01:27 EST,0
,130162,Adderall (generic),amphetamines,1,1203,25,201601,40935,40935,35,20,1.75,20mg,mg,pill/tablet,Los Angeles,California,USA,5,,,other/desktop,0,34.0522,-118.2437,20:01:00 EST,0
,130226,Adderall,amphetamines,1,1201,25,201601,40936,40935,15,30,0.5,30mg,mg,pill/tablet,Los Angeles,California,USA,,Heard it,,other/desktop,0,34.0522,-118.2437,01:01:26 EST,0
,130648,Adderall,amphetamines,1,1201,25,201601,40938,40937,5,10,0.5,10mg,mg,pill/tablet,Los Angeles,California,USA,,Heard it,,iphone,0,34.0522,-118.2437,00:01:11 EST,0
,130652,Adderall XR,amphetamines,1,1211,25,201601,40938,40937,15,30,0.5,30mg,mg,pill/tablet,Los Angeles,California,USA,4,Personal,,android,0,34.0522,-118.2437,00:01:43 EST,0
,130664,Adderall XR,amphetamines,1,1211,25,201601,40938,40937,15,15,1,15mg,mg,pill/tablet,Los Angeles,California,USA,5,Personal,,iphone,0,34.0522,-118.2437,02:01:12 EST,0
,130730,Adderall (generic),amphetamines,1,1203,25,201601,40938,40938,5,20,0.25,20mg,mg,pill/tablet,Los Angeles,California,USA,2,Heard it,,iphone,0,34.0522,-118.2437,15:01:01 EST,0
,124772,Adderall XR,amphetamines,1,1211,25,201601,40913,40913,7,30,0.233,30mg,mg,pill/tablet,Louisville,Kentucky,USA,2,Personal,,iphone,0,38.2542,-85.7594,14:01:48 EST,0
,126033,Adderall,amphetamines,1,1201,25,201601,40918,40918,7,20,0.35,20mg,mg,pill/tablet,Louisville,Kentucky,USA,4.33,Personal,,iphone,0,38.2542,-85.7594,21:01:39 EST,0
,126543,Adderall,amphetamines,1,1201,25,201601,40920,40920,7,20,0.35,20mg,mg,pill/tablet,Louisville,Kentucky,USA,4.5,,,iphone,0,38.2542,-85.7594,23:01:33 EST,0
,127224,Adderall,amphetamines,1,1201,25,201601,40923,40923,10,20,0.5,20mg,mg,pill/tablet,Louisville,Kentucky,USA,5,,,iphone,0,38.2542,-85.7594,20:01:32 EST,0
,126099,Adderall (generic),amphetamines,1,1203,25,201601,40919,40918,15,20,0.75,20mg,mg,pill/tablet,Loveland,Colorado,USA,,,,android,0,40.3978,-105.075,01:01:05 EST,0
,127533,Adderall (generic),amphetamines,1,1203,25,201601,40925,40925,14,30,0.467,30mg,mg,pill/tablet,Lowell,Massachusetts,USA,3.67,,,android,0,42.6334,-71.3162,13:01:30 EST,0
,125068,Adderall,amphetamines,1,1201,25,201601,40914,40914,5,10,0.5,10mg,mg,pill/tablet,Lubbock,Texas,USA,3,,,iphone,0,33.5779,-101.8552,18:01:30 EST,0
,130068,Adderall XR (generic),amphetamines,1,1219,25,201601,40935,40935,3,30,0.1,30mg,mg,pill/tablet,Lubbock,Texas,USA,2,Personal,,android,1,33.5779,-101.8552,15:01:37 EST,0
Price $1 or less.,126888,Adderall XR,amphetamines,1,1211,25,201601,40922,40886,0.3,30,0.01,30mg,mg,pill/tablet,Lynchburg,Virginia,USA,,Heard it,,iphone,0,37.4138,-79.1423,13:01:29 EST,0
,128759,Adderall,amphetamines,1,1201,25,201601,40930,40930,10,20,0.5,20mg,mg,pill/tablet,Lynchburg,Virginia,USA,3.67,,,other/desktop,0,37.4138,-79.1423,07:01:25 EST,0
,125154,Adderall,amphetamines,1,1201,25,201601,40915,40908,3,5,0.6,5mg,mg,pill/tablet,Macomb,Michigan,USA,4.5,Personal,,android,0,42.7009,-82.9591,00:01:06 EST,0
,126643,Adderall (generic),amphetamines,1,1203,25,201601,40921,40921,12,30,0.4,30mg,mg,pill/tablet,Macomb,Michigan,USA,5,Personal,,other_mobile,1,42.7009,-82.9591,13:01:32 EST,0
,127881,Adderall (generic),amphetamines,1,1203,25,201601,40926,40926,7,30,0.233,30mg,mg,pill/tablet,Macomb,Michigan,USA,3.75,Heard it,,iphone,0,42.7009,-82.9591,18:01:23 EST,0
,128480,Adderall XR,amphetamines,1,1211,25,201601,40928,40928,10,30,0.333,30mg,mg,pill/tablet,Madison,New Jersey,USA,3.5,Personal,,iphone,0,40.7598,-74.4171,23:01:04 EST,0
,130726,Adderall XR,amphetamines,1,1211,25,201601,40938,40938,20,30,0.667,30mg,mg,pill/tablet,Madison,Wisconsin,USA,,Heard it,,iphone,0,43.0731,-89.4012,15:01:03 EST,0
,130727,Adderall XR,amphetamines,1,1211,25,201601,40938,40938,16,20,0.8,20mg,mg,pill/tablet,Madison,Wisconsin,USA,4,Heard it,,iphone,0,43.0731,-89.4012,15:01:53 EST,0
,130380,Adderall,amphetamines,1,1201,25,201601,40936,40936,12,30,0.4,30mg,mg,pill/tablet,Maine,New York,USA,,Personal,,iphone,0,42.1926,-76.061,19:01:14 EST,0
,129675,Adderall (generic),amphetamines,1,1203,25,201601,40934,40934,10,20,0.5,20mg,mg,pill/tablet,Manassas,Virginia,USA,,,,android,0,38.751,-77.4753,03:01:25 EST,0
Price over $45.,124642,Adderall XR,amphetamines,1,1211,25,201601,40912,40912,100,5,20,5mg,mg,pill/tablet,Manchester,Connecticut,USA,5,Heard it,,android,0,41.7759,-72.5215,22:01:24 EST,0
,128507,Adderall (generic),amphetamines,1,1203,25,201601,40929,40929,5,20,0.25,20mg,mg,pill/tablet,Manchester,New Hampshire,USA,,Personal,,iphone,0,42.9956,-71.4548,01:01:59 EST,0
,125958,Adderall XR,amphetamines,1,1211,25,201601,40918,40918,5,30,0.167,30mg,mg,pill/tablet,Manhattan,New York,USA,3,,,other/desktop,0,40.7143,-74.006,17:01:38 EST,0
,128890,Adderall XR,amphetamines,1,1211,25,201601,40930,40929,10,30,0.333,30mg,mg,pill/tablet,Manhattan,Kansas,USA,,Heard it,,android,1,39.1836,-96.5717,20:01:04 EST,0
,127465,Adderall XR,amphetamines,1,1211,25,201601,40925,40924,5,25,0.2,25mg,mg,pill/tablet,Mankato,Minnesota,USA,4,Personal,,iphone,1,44.1636,-93.9994,00:01:38 EST,0
,130344,Adderall,amphetamines,1,1201,25,201601,40936,40936,3,15,0.2,15mg,mg,pill/tablet,Marietta,Georgia,USA,3,Personal,,iphone,0,33.9526,-84.5499,16:01:39 EST,0
Price $1 or less.,126453,Adderall (generic),amphetamines,1,1203,25,201601,40920,40920,1,10,0.1,10mg,mg,pill/tablet,Marysville,California,USA,,Heard it,,iphone,1,39.1457,-121.5914,17:01:23 EST,0
,127372,Adderall XR,amphetamines,1,1211,25,201601,40924,40924,5,5,1,5mg,mg,pill/tablet,Maryville,Tennessee,USA,,,,android,0,35.7565,-83.9705,15:01:57 EST,0
,129109,Adderall XR,amphetamines,1,1211,25,201601,40931,40931,20,20,1,20mg,mg,pill/tablet,Massachusetts,Massachusetts,USA,5,Personal,,iphone,0,38.9265,-77.065,20:01:14 EST,0
,124476,Adderall,amphetamines,1,1201,25,201601,40912,40912,4,20,0.2,20mg,mg,pill/tablet,Mcallen,Texas,USA,1,Personal,,other/desktop,0,26.2034,-98.23,01:01:21 EST,0
Price over $45.,126339,Adderall,amphetamines,1,1201,25,201601,40920,40919,60,15,4,15mg,mg,pill/tablet,Mckenzie,Tennessee,USA,4.4,,,android,1,36.1326,-88.5187,00:01:09 EST,0
,124224,Adderall,amphetamines,1,1201,25,201601,40910,40910,4,20,0.2,20mg,mg,pill/tablet,Mckinney,Texas,USA,1,,,android,0,33.1976,-96.6153,18:01:33 EST,
,124473,Adderall XR,amphetamines,1,1211,25,201601,40912,40912,5,30,0.167,30mg,mg,pill/tablet,Mcpherson,Kansas,USA,2,,,android,0,38.3708,-97.6642,01:01:15 EST,0
Price $1 or less.,124325,Adderall,amphetamines,1,1201,25,201601,40911,40911,0.09,5,0.018,5mg,mg,pill/tablet,Medfield,Massachusetts,USA,1,,,android,0,42.1876,-71.3065,12:01:49 EST,
,129796,Adderall (generic),amphetamines,1,1203,25,201601,40934,40934,20,5,4,5mg,mg,pill/tablet,Medfield,Massachusetts,USA,,,,iphone,0,42.1876,-71.3065,16:01:58 EST,0
,128213,Adderall,amphetamines,1,1201,25,201601,40927,40927,10,30,0.333,30mg,mg,pill/tablet,Medford,New York,USA,,Internet Pharmacy,,iphone,1,40.8176,-73.0001,22:01:23 EST,0
,130752,Adderall,amphetamines,1,1201,25,201601,40938,40938,5,10,0.5,10mg,mg,pill/tablet,Medford,New Jersey,USA,2,,,android,0,39.8585,-74.8029,17:01:13 EST,0
,124478,Adderall XR,amphetamines,1,1211,25,201601,40912,40912,4,10,0.4,10mg,mg,pill/tablet,Medina,Ohio,USA,1,,,android,0,41.1384,-81.8638,02:01:40 EST,0
Price over $45.,129846,Adderall XR (generic),amphetamines,1,1219,25,201601,40934,40934,95,10,9.5,10mg,mg,pill/tablet,Medina,Ohio,USA,4.5,Personal,,android,1,41.1384,-81.8638,19:01:05 EST,0
,125059,Adderall,amphetamines,1,1201,25,201601,40914,40914,20,20,1,20mg,mg,pill/tablet,Melbourne,Florida,USA,3.33,Personal,,iphone,0,28.0836,-80.6081,17:01:34 EST,0
,125822,Adderall XR (generic),amphetamines,1,1219,25,201601,40918,40917,7,30,0.233,30mg,mg,pill/tablet,Memphis,Tennessee,USA,,,,iphone,0,35.1495,-90.049,00:01:56 EST,0
,125925,Adderall,amphetamines,1,1201,25,201601,40918,40918,9,30,0.3,30mg,mg,pill/tablet,Memphis,Tennessee,USA,4,Personal,,android,0,35.1495,-90.049,15:01:24 EST,0
,126804,Adderall XR,amphetamines,1,1211,25,201601,40921,40921,4,20,0.2,20mg,mg,pill/tablet,Memphis,Tennessee,USA,1.5,Personal,,android,1,35.1495,-90.049,23:01:27 EST,0
,127688,Adderall,amphetamines,1,1201,25,201601,40925,40925,2,20,0.1,20mg,mg,pill/tablet,Memphis,Tennessee,USA,1,Personal,,iphone,0,35.1495,-90.049,21:01:02 EST,0
,130270,Adderall,amphetamines,1,1201,25,201601,40936,40908,15,30,0.5,30mg,mg,pill/tablet,Memphis,Tennessee,USA,,Personal,,android,0,35.1495,-90.049,10:01:41 EST,0
,124044,Adderall,amphetamines,1,1201,25,201601,40909,40909,8,30,0.267,30mg,mg,pill/tablet,Mesa,Arizona,USA,,Personal,,iphone,1,33.4223,-111.8226,15:01:50 EST,
,128520,Adderall (generic),amphetamines,1,1203,25,201601,40929,40929,5,30,0.167,30mg,mg,pill/tablet,Mesa,Arizona,USA,2,Personal,,android,1,33.4223,-111.8226,03:01:43 EST,0
,129943,Adderall (generic),amphetamines,1,1203,25,201601,40935,40935,15,30,0.5,30mg,mg,pill/tablet,Mesquite,Texas,USA,3.5,,,iphone,1,32.7668,-96.5992,02:01:35 EST,0
,124819,Adderall,amphetamines,1,1201,25,201601,40913,40913,10,20,0.5,20mg,mg,pill/tablet,Miami,Florida,USA,3.5,Personal,,iphone,0,25.7743,-80.1937,18:01:04 EST,0
,126815,Adderall,amphetamines,1,1201,25,201601,40922,40922,15,30,0.5,30mg,mg,pill/tablet,Miami,Florida,USA,3,Personal,,iphone,0,25.7743,-80.1937,00:01:18 EST,0
Potential duplicate,126816,Adderall,amphetamines,1,1201,25,201601,40922,40922,15,30,0.5,30mg,mg,pill/tablet,Miami,Florida,USA,2,Heard it,,iphone,0,25.7743,-80.1937,00:01:32 EST,0
,128039,Adderall,amphetamines,1,1201,25,201601,40927,40927,10,30,0.333,30mg,mg,pill/tablet,Miami,Florida,USA,1,Heard it,,android,0,25.7743,-80.1937,11:01:06 EST,0
,128073,Adderall,amphetamines,1,1201,25,201601,40927,40927,10,20,0.5,20mg,mg,pill/tablet,Miami,Florida,USA,3.25,Heard it,,iphone,1,25.7743,-80.1937,13:01:30 EST,0
,124599,Adderall (generic),amphetamines,1,1203,25,201601,40912,40912,15,30,0.5,30mg,mg,pill/tablet,Miami Gardens,Florida,USA,4,Heard it,,iphone,0,25.942,-80.2456,18:01:03 EST,0
,123905,Adderall,amphetamines,1,1201,25,201601,40908,40908,3.75,30,0.125,30mg,mg,pill/tablet,Middletown,Connecticut,USA,2.6,Internet Pharmacy,,iphone,0,41.5623,-72.6507,17:01:55 EST,
,123906,Adderall,amphetamines,1,1201,25,201601,40908,40908,4,30,0.133,30mg,mg,pill/tablet,Middletown,Connecticut,USA,,Internet Pharmacy,,iphone,0,41.5623,-72.6507,17:01:23 EST,
,124189,Adderall XR,amphetamines,1,1211,25,201601,40910,40910,14,30,0.467,30mg,mg,pill/tablet,Milford,Connecticut,USA,1,Personal,,iphone,0,41.2223,-73.0565,16:01:11 EST,
,124409,Adderall XR,amphetamines,1,1211,25,201601,40911,40910,5,10,0.5,10mg,mg,pill/tablet,Mililani,Hawaii,USA,,Heard it,,android,1,21.45,-158.0011,19:01:01 EST,0
,124399,Adderall,amphetamines,1,1201,25,201601,40911,40911,3,10,0.3,10mg,mg,pill/tablet,Millbrook,Alabama,USA,4,Heard it,,iphone,0,32.4799,-86.3619,18:01:24 EST,0
,127673,Adderall (generic),amphetamines,1,1203,25,201601,40925,40925,5,10,0.5,10mg,mg,pill/tablet,Millington,Tennessee,USA,4,,,android,0,35.3415,-89.8973,19:01:44 EST,0
,129325,Adderall XR,amphetamines,1,1211,25,201601,40932,40932,30,30,1,30mg,mg,pill/tablet,Millville,New Jersey,USA,3,,,iphone,0,39.4021,-75.0393,19:01:50 EST,0
,124191,Adderall XR,amphetamines,1,1211,25,201601,40910,40910,2.5,20,0.125,20mg,mg,pill/tablet,Milwaukee,Wisconsin,USA,,Personal,,iphone,1,43.0389,-87.9065,16:01:34 EST,
Potential duplicate,124192,Adderall XR,amphetamines,1,1211,25,201601,40910,40910,2.5,20,0.125,20mg,mg,pill/tablet,Milwaukee,Wisconsin,USA,2.5,Personal,,iphone,1,43.0389,-87.9065,16:01:01 EST,
,128299,Adderall,amphetamines,1,1201,25,201601,40928,40928,5,20,0.25,20mg,mg,pill/tablet,Milwaukee,Wisconsin,USA,2.4,,,other/desktop,0,43.0389,-87.9065,10:01:32 EST,0
,129031,Adderall (generic),amphetamines,1,1203,25,201601,40931,40931,4,20,0.2,20mg,mg,pill/tablet,Milwaukee,Wisconsin,USA,,,,android,0,43.0389,-87.9065,16:01:24 EST,0
,129298,Adderall,amphetamines,1,1201,25,201601,40932,40932,3,5,0.6,5mg,mg,pill/tablet,Milwaukee,Wisconsin,USA,,,,iphone,1,43.0389,-87.9065,18:01:26 EST,0
,124926,Adderall,amphetamines,1,1201,25,201601,40914,40914,3,10,0.3,10mg,mg,pill/tablet,Minneapolis,Minnesota,USA,2,,,iphone,1,44.98,-93.2638,03:01:52 EST,0
,124945,Adderall,amphetamines,1,1201,25,201601,40914,40908,5,30,0.167,30mg,mg,pill/tablet,Minneapolis,Minnesota,USA,1,Heard it,,android,1,44.98,-93.2638,09:01:44 EST,0
,130085,Adderall,amphetamines,1,1201,25,201601,40935,40935,7,30,0.233,30mg,mg,pill/tablet,Minot,North Dakota,USA,,Personal,,iphone,1,48.2325,-101.2963,16:01:29 EST,0
,130772,Adderall,amphetamines,1,1201,25,201601,40938,40938,20,20,1,20mg,mg,pill/tablet,Minto,North Dakota,USA,,Personal,,android,1,48.2917,-97.3715,19:01:18 EST,0
,128598,Adderall,amphetamines,1,1201,25,201601,40929,40929,4,20,0.2,20mg,mg,pill/tablet,Mishawaka,Indiana,USA,3.67,Personal,,android,0,41.662,-86.1586,15:01:01 EST,0
,128600,Adderall,amphetamines,1,1201,25,201601,40929,40853,2.5,20,0.125,20mg,mg,pill/tablet,Mishawaka,Indiana,USA,,Personal,,android,0,41.662,-86.1586,15:01:43 EST,0
,128601,Adderall,amphetamines,1,1201,25,201601,40929,40917,3,20,0.15,20mg,mg,pill/tablet,Mishawaka,Indiana,USA,3.33,,,android,0,41.662,-86.1586,15:01:06 EST,0
,128603,Adderall,amphetamines,1,1201,25,201601,40929,40929,2,20,0.1,20mg,mg,pill/tablet,Mishawaka,Indiana,USA,2.33,Heard it,,android,0,41.662,-86.1586,15:01:49 EST,0
Potential duplicate,128604,Adderall,amphetamines,1,1201,25,201601,40929,40923,2,20,0.1,20mg,mg,pill/tablet,Mishawaka,Indiana,USA,2.4,Personal,,android,0,41.662,-86.1586,15:01:26 EST,0
Price $1 or less.,129529,Adderall XR (generic),amphetamines,1,1219,25,201601,40933,40933,0.3,20,0.015,20mg,mg,pill/tablet,Mission,Kansas,USA,2.67,Personal,,iphone,0,39.0278,-94.6558,17:01:45 EST,0
,127434,Adderall,amphetamines,1,1201,25,201601,40924,40924,10,20,0.5,20mg,mg,pill/tablet,Mission Viejo,California,USA,,Heard it,,iphone,0,33.6,-117.672,20:01:27 EST,0
,124422,Adderall (generic),amphetamines,1,1203,25,201601,40911,40911,12,30,0.4,30mg,mg,pill/tablet,Missoula,Montana,USA,5,,,iphone,0,46.8722,-113.994,20:01:51 EST,0
,126967,Adderall,amphetamines,1,1201,25,201601,40922,40922,6,30,0.2,30mg,mg,pill/tablet,Mobile,Alabama,USA,2.5,Personal,,android,0,30.6944,-88.0431,17:01:38 EST,0
Price over $45.,126519,Adderall,amphetamines,1,1201,25,201601,40920,40920,88,10,8.8,10mg,mg,pill/tablet,Mohnton,Pennsylvania,USA,5,,,android,0,40.2859,-75.9844,21:01:36 EST,0
,126523,Adderall,amphetamines,1,1201,25,201601,40920,40920,5,10,0.5,10mg,mg,pill/tablet,Mohnton,Pennsylvania,USA,,,,android,0,40.2859,-75.9844,21:01:13 EST,0
,126529,Adderall,amphetamines,1,1201,25,201601,40920,40920,3,20,0.15,20mg,mg,pill/tablet,Monroe,Michigan,USA,1,Personal,,iphone,1,41.9164,-83.3977,22:01:34 EST,0
,123988,Adderall,amphetamines,1,1201,25,201601,40909,40909,15,30,0.5,30mg,mg,pill/tablet,Montgomery County,Alabama,USA,,Personal,,iphone,0,32.3668,-86.3,03:01:08 EST,
,128706,Adderall (generic),amphetamines,1,1203,25,201601,40929,40928,15,30,0.5,30mg,mg,pill/tablet,Moore,Oklahoma,USA,,Personal,,android,0,35.3395,-97.4867,21:01:47 EST,0
,128717,Adderall,amphetamines,1,1201,25,201601,40929,40917,15,30,0.5,30mg,mg,pill/tablet,Moore,Oklahoma,USA,5,,,android,0,35.3395,-97.4867,22:01:28 EST,0
,129909,Adderall,amphetamines,1,1201,25,201601,40934,40934,5,5,1,5mg,mg,pill/tablet,Moorestown,New Jersey,USA,5,Personal,,other/desktop,0,39.9659,-74.9644,23:01:45 EST,0
Price over $45.,126708,Adderall XR (generic),amphetamines,1,1219,25,201601,40921,40921,108,30,3.6,30mg,mg,pill/tablet,Morton,Illinois,USA,5,Personal,,other/desktop,0,40.6128,-89.4593,18:01:33 EST,0
,126487,Adderall XR,amphetamines,1,1211,25,201601,40920,40920,3,30,0.1,30mg,mg,pill/tablet,Moscow,Idaho,USA,1,Personal,,android,0,46.7324,-117.0002,19:01:53 EST,0
,124788,Adderall,amphetamines,1,1201,25,201601,40913,40913,5,20,0.25,20mg,mg,pill/tablet,Mossyrock,Washington,USA,,Personal,,iphone,0,46.5296,-122.4851,15:01:18 EST,0
,124804,Adderall,amphetamines,1,1201,25,201601,40913,40914,6,30,0.2,30mg,mg,pill/tablet,Mount Pleasant,Michigan,USA,2,Personal,,android,1,43.5978,-84.7675,16:01:24 EST,0
,127337,Adderall XR,amphetamines,1,1211,25,201601,40924,40924,5,30,0.167,30mg,mg,pill/tablet,Mount Vernon,New York,USA,1,,,other/desktop,0,40.9126,-73.8371,11:01:05 EST,0
,127596,Adderall (generic),amphetamines,1,1203,25,201601,40925,40925,5,20,0.25,20mg,mg,pill/tablet,Myrtle beach,South Carolina,USA,1,Personal,,android,1,33.6891,-78.8867,16:01:33 EST,0
,129452,Adderall,amphetamines,1,1201,25,201601,40933,40933,5,10,0.5,10mg,mg,pill/tablet,Naperville,Illinois,USA,,Personal,,iphone,0,41.7859,-88.1473,11:01:29 EST,0
Potential duplicate,129453,Adderall,amphetamines,1,1201,25,201601,40933,40933,5,10,0.5,10mg,mg,pill/tablet,Naperville,Illinois,USA,,Personal,,iphone,1,41.7859,-88.1473,11:01:54 EST,0
,128250,Adderall,amphetamines,1,1201,25,201601,40928,40928,10,20,0.5,20mg,mg,pill/tablet,Naples,Florida,USA,4,Heard it,,iphone,0,26.142,-81.7948,01:01:53 EST,0
,130754,Adderall XR,amphetamines,1,1211,25,201601,40938,40938,2,15,0.133,15mg,mg,pill/tablet,Nashville,Tennessee,USA,,Heard it,,iphone,0,36.1659,-86.7844,17:01:43 EST,0
,129300,Adderall,amphetamines,1,1201,25,201601,40932,40932,8,20,0.4,20mg,mg,pill/tablet,New Albany,Indiana,USA,3,Personal,,android,0,38.2856,-85.8241,18:01:39 EST,0
,124637,Adderall,amphetamines,1,1201,25,201601,40912,40912,2,20,0.1,20mg,mg,pill/tablet,new Bedford,Massachusetts,USA,2.5,Heard it,,iphone,0,41.6362,-70.9342,21:01:35 EST,0
,125554,Adderall XR,amphetamines,1,1211,25,201601,40916,40916,15,30,0.5,30mg,mg,pill/tablet,New Britain,Connecticut,USA,2,,,iphone,0,41.6612,-72.7795,18:01:46 EST,0
,124270,Adderall,amphetamines,1,1201,25,201601,40910,40910,5,30,0.167,30mg,mg,pill/tablet,New Brunswick,New Jersey,USA,2,google.com,,other/desktop,0,40.4862,-74.4518,23:01:01 EST,
,125014,Adderall,amphetamines,1,1201,25,201601,40914,40914,10,20,0.5,20mg,mg,pill/tablet,New Haven,Connecticut,USA,1,,,iphone,0,41.3082,-72.9282,15:01:54 EST,0
,125523,Adderall,amphetamines,1,1201,25,201601,40916,40916,3,5,0.6,5mg,mg,pill/tablet,New London,Connecticut,USA,2.5,,,android,0,41.3557,-72.0995,15:01:09 EST,0
Price $1 or less.,127879,Adderall XR,amphetamines,1,1211,25,201601,40926,40926,1,30,0.033,30mg,mg,pill/tablet,New Milford,Connecticut,USA,3,Personal,,android,1,41.2223,-73.0565,17:01:24 EST,0
,123898,Adderall,amphetamines,1,1201,25,201601,40908,40908,10,30,0.333,30mg,mg,pill/tablet,New Orleans,Louisiana,USA,,Internet,,iphone,0,29.9547,-90.0751,16:01:43 EST,
